dist,area
37.94733192202055,13929.0
81.94733192202055,18195.0
125.94733192202055,23204.0
172.76613156489907,30216.0
212.42719559500296,34962.0
245.42719559500296,36597.0
295.42719559500296,38197.0
361.42719559500296,38938.0
394.42719559500296,41279.0
463.5502742301448,49481.0
505.14354291631565,51598.0
44.68780594300866,21784.0
84.34886997311254,25879.0
128.34886997311253,30959.0
168.00993400321642,32610.0
201.00993400321642,33686.0
234.00993400321642,34028.0
267.0099340032164,36455.0
333.0099340032164,38868.0
399.0099340032164,48276.0
431.3982034846197,50555.0
45.967379738244816,16723.0
92.78617938112332,19480.0
147.41218051611398,21571.0
194.23098015899248,25123.0
238.23098015899248,30292.0
282.23098015899245,34532.0
321.89204418909634,35807.0
371.89204418909634,36756.0
425.6042401970795,43438.0
458.6042401970795,44791.0
498.2653042271834,44791.0
545.0841038700619,44791.0
595.0841038700619,44791.0
639.0841038700619,44791.0
683.0841038700619,45595.0
706.0841038700619,46331.0
772.0841038700619,48443.0
794.0841038700619,49176.0
816.0841038700619,49729.0
883.9958112554605,52296.0
953.5659197791648,55707.0
1019.5659197791648,63999.0
1049.979732430656,64869.0
39.698866482558415,12101.0
86.86877214284144,13876.0
155.02300898839638,16343.0
224.59311751210072,22213.0
290.44902081620853,33537.0
330.1100848463124,39296.0
377.2799905065954,44170.0
417.504361228833,44837.0
467.504361228833,47953.0
511.504361228833,51226.0
558.674266889116,58026.0
605.4930665319945,62517.0
652.311866174873,67627.0
664.5184217906067,67882.0
41.19465984809196,13150.0
85.19465984809196,14401.0
151.7979630694788,17268.0
167.7979630694788,18895.0
207.4590270995827,26936.0
255.56308098280547,29579.0
302.38188062568395,30991.0
349.20068026856245,32433.0
415.20068026856245,39316.0
481.20068026856245,45856.0
530.2006802685625,49342.0
549.0686425326757,50663.0
34.655446902326915,18572.0
78.65544690232691,20782.0
126.75950078554969,24412.0
181.75950078554968,28561.0
247.75950078554968,30118.0
313.7595007855497,32998.0
379.7595007855497,35764.0
434.3855019205403,40615.0
476.254344751457,42432.0
39.0,12525.0
78.66106403010389,17894.0
125.47986367298239,21043.0
180.10586480797303,27201.0
226.92466445085154,28593.0
293.92466445085154,31313.0
337.92466445085154,39835.0
377.5857284809554,45217.0
