step,episode,timestamp,map_index,robot_x,robot_y,target_x,target_y,total_distance,step_distance,covered_area,exploration_rate,robot_count,max_travel_distance,current_velocity,avg_velocity,current_acceleration,avg_acceleration,current_jerk,avg_jerk,covered_cells_count,total_free_cells,CR,redundant_cells,total_visited_cells,SR,collision_count,computation_time_step,total_computation_time,task_time,success_rate,reward
1,19,1753094933.4917586,19,55,16,16,17,0.0,0.0,214,0.6903225806451613,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,1085,0.19723502304147467,214,214,1.0,0,0.0009374430000289893,0.0009374430000289893,0.6533401012420654,0.0,0
2,19,1753094933.9726467,19,55,16,16,17,0.0,0.0,214,0.6903225806451613,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,1085,0.19723502304147467,428,214,2.0,0,0.0009374430000289893,0.0018748860000579787,1.134228229522705,0.0,0
3,19,1753094934.524058,19,56,16,16,17,1.0,1.0,216,0.7013824884792627,1,1.0,1.813513893302721,0.604504631100907,3.2888326412019935,1.6444163206009967,5.964343687567299,5.964343687567299,216,1085,0.19907834101382488,633,216,2.9305555555555554,0,0.0009374430000289893,0.002812329000086968,1.6856396198272705,0.0,0
4,19,1753094935.0242047,19,56,16,16,17,1.0,0.0,216,0.7013824884792627,1,1.0,0.0,0.45337847332568026,-3.6259627264479084,2.3049317892166337,-13.825529739091955,9.894936713329628,216,1085,0.19907834101382488,840,216,3.888888888888889,0,0.0009374430000289893,0.0037497720001159573,2.185786247253418,0.0,0
5,19,1753094935.57786,19,56,16,16,17,1.0,0.0,216,0.7013824884792627,1,1.0,0.0,0.36270277866054423,0.0,1.7286988419124754,6.54935856749433,8.779743998051195,216,1085,0.19907834101382488,1047,216,4.847222222222222,0,0.0009374430000289893,0.004687215000144946,2.7394416332244873,0.0,0
6,19,1753094936.111417,19,56,17,16,17,2.0,1.0,225,0.7290322580645161,1,2.0,1.8741237743564814,0.6146062779432003,3.5123399216081834,2.085427057851617,6.582559750707277,8.230447936215215,225,1085,0.2073732718894009,1258,225,5.591111111111111,0,0.0009374430000289893,0.005624658000173936,3.272998571395874,0.0,0
7,19,1753094936.7051163,19,56,17,16,17,2.0,0.0,225,0.7290322580645161,1,2.0,0.0,0.5268053810941717,-3.156644610764033,2.263963316670353,-11.232776816253747,8.830913712222921,225,1085,0.2073732718894009,1478,225,6.568888888888889,0,0.0009374430000289893,0.006562101000202925,3.8666977882385254,0.0,0
8,19,1753094937.2431285,19,57,17,16,17,3.0,1.0,226,0.7299539170506912,1,3.0,1.8587661682987673,0.6933004794947462,3.455011668412081,2.4341130812048855,12.28952300815267,9.40734859487788,226,1085,0.20829493087557605,1684,226,7.451327433628318,0,0.0009374430000289893,0.007499544000231915,4.404710054397583,0.0,0
9,19,1753094937.8413768,19,57,17,16,17,3.0,0.0,226,0.7299539170506912,1,3.0,0.0,0.6162670928842188,-3.106976452380972,2.5182210026018965,-10.968535429482083,9.630375285535623,226,1085,0.20829493087557605,1891,226,8.367256637168142,0,0.0009374430000289893,0.008436987000260904,5.002958297729492,0.0,0
10,19,1753094938.3829477,19,57,17,16,17,3.0,0.0,226,0.7299539170506912,1,3.0,0.0,0.5546403835957969,0.0,2.2384186689794636,5.736907664378637,9.143691832891001,226,1085,0.20829493087557605,2098,226,9.283185840707965,0,0.0009374430000289893,0.009374430000289893,5.54452919960022,0.0,-0.5
11,19,1753094939.169413,19,57,17,16,17,3.0,0.0,226,0.7299539170506912,1,3.0,0.0,0.5042185305416336,0.0,2.014576802081517,0.0,8.12772607368089,226,1085,0.20829493087557605,2305,226,10.199115044247788,0,0.0012334929091263223,0.010607922909416215,6.330994606018066,0.0,0
12,19,1753094939.7075396,19,57,17,16,17,3.0,0.0,226,0.7299539170506912,1,3.0,0.0,0.4622003196631641,0.0,1.831433456437743,0.0,7.314953466312801,226,1085,0.20829493087557605,2512,226,11.11504424778761,0,0.0012334929091263223,0.011841415818542537,6.869121074676514,0.0,0
13,19,1753094940.3465264,19,57,18,16,17,4.0,1.0,234,0.7603686635944701,1,4.0,1.5649658131616995,0.5470284345476668,2.4491179963648593,1.8829071680983358,3.8327859367100845,6.998392781803463,234,1085,0.21566820276497695,2723,234,11.636752136752136,0,0.0012334929091263223,0.013074908727668859,7.508107900619507,0.0,0
14,19,1753094940.9289987,19,57,18,16,17,4.0,0.0,234,0.7603686635944701,1,4.0,0.0,0.5079549749371192,-2.686729050577328,1.9447396205967198,-8.817208238219589,7.149960736504807,234,1085,0.21566820276497695,2942,234,12.572649572649572,0,0.0012334929091263223,0.014308401636795181,8.090580224990845,0.0,0
15,19,1753094941.5700865,19,57,18,16,17,4.0,0.0,234,0.7603686635944701,1,4.0,0.0,0.47409130994131127,0.0,1.8058296476969542,4.190947239298685,6.922344313642797,234,1085,0.21566820276497695,3161,234,13.508547008547009,0,0.0012334929091263223,0.015541894545921503,8.73166799545288,0.0,0
16,19,1753094942.171632,19,58,18,16,17,5.0,1.0,235,0.7658986175115208,1,5.0,1.662352815747848,0.5483576540542199,2.7634168840247986,1.869668796785477,4.593773838243768,6.7560178511142945,235,1085,0.21658986175115208,3364,235,14.314893617021276,0,0.0012334929091263223,0.016775387455047825,9.333213567733765,0.0,0
17,19,1753094942.7646618,19,58,18,16,17,5.0,0.0,235,0.7658986175115208,1,5.0,0.0,0.5161013214627952,-2.803243828566169,1.9280172362717707,-9.387121157714192,6.931424738220954,235,1085,0.21658986175115208,3568,235,15.182978723404256,0,0.0012334929091263223,0.018008880364174147,9.926243305206299,0.0,0
18,19,1753094943.43911,19,58,19,16,17,6.0,1.0,242,0.791705069124424,1,6.0,1.4827013043573554,0.569801320512493,2.198403157943003,1.9439222904877256,7.415948510832185,6.961707474009156,242,1085,0.22304147465437787,3775,242,15.599173553719009,0,0.0012334929091263223,0.01924237327330047,10.600691556930542,0.0,0
19,19,1753094944.1256351,19,58,19,16,17,6.0,0.0,242,0.791705069124424,1,6.0,0.0,0.539811777327625,-2.15967398145591,1.9559084955415136,-6.347890690780145,6.92560060440745,242,1085,0.22304147465437787,3989,242,16.483471074380166,0,0.0012334929091263223,0.02047586618242679,11.287216663360596,0.0,0
20,19,1753094944.7606466,19,58,19,16,17,6.0,0.0,242,0.791705069124424,1,6.0,0.0,0.5128211884612437,0.0,1.852965943144592,3.4010192996949966,6.729790531923424,242,1085,0.22304147465437787,4203,242,17.367768595041323,0,0.0012334929091263223,0.021709359091553113,11.92222809791565,0.0,-0.5
21,19,1753094945.6534665,19,58,19,16,17,6.0,0.0,242,0.791705069124424,1,6.0,0.0,0.4884011318678511,0.0,1.7603176459873624,0.0,6.375591030243244,242,1085,0.22304147465437787,4417,242,18.25206611570248,0,0.001353727545475439,0.02306308663702855,12.815047979354858,0.0,0
22,19,1753094946.2819343,19,58,19,16,17,6.0,0.0,242,0.791705069124424,1,6.0,0.0,0.46620108041931246,0.0,1.6764929961784403,0.0,6.056811478731082,242,1085,0.22304147465437787,4631,242,19.136363636363637,0,0.001353727545475439,0.02441681418250399,13.44351577758789,0.0,0
23,19,1753094946.9865904,19,58,20,16,17,7.0,1.0,253,0.8110599078341014,1,7.0,1.4191607324964253,0.5076341087704913,2.0140171846597905,1.6918350047457744,2.8582141030421764,5.904497317983991,253,1085,0.23317972350230415,4843,253,19.142292490118578,0,0.001353727545475439,0.025770541727979428,14.14817190170288,0.0,0
24,19,1753094947.6308708,19,58,20,16,17,7.0,0.0,253,0.8110599078341014,1,7.0,0.0,0.48648268757172075,-2.202731005822749,1.714047874357817,-6.544968283179479,5.933609634583786,253,1085,0.23317972350230415,5066,253,20.023715415019762,0,0.001353727545475439,0.027124269273454866,14.792452335357666,0.0,0
25,19,1753094948.334162,19,58,20,16,17,7.0,0.0,253,0.8110599078341014,1,7.0,0.0,0.4670233800688519,0.0,1.6426292129262408,3.1319371995952343,5.811797789584284,253,1085,0.23317972350230415,5289,253,20.90513833992095,0,0.001353727545475439,0.028477996818930304,15.4957435131073,0.0,0
26,19,1753094949.0452673,19,59,20,16,17,8.0,1.0,254,0.815668202764977,1,8.0,1.4063000626988678,0.5031494063238525,1.9776798663468393,1.6560312390630647,2.7812113200418485,5.68552335335335,254,1085,0.23410138248847925,5493,254,21.625984251968504,0,0.001353727545475439,0.029831724364405742,16.206848859786987,0.0,0
27,19,1753094949.699,19,59,20,16,17,8.0,0.0,254,0.815668202764977,1,8.0,0.0,0.48451424312667285,-2.1511621254318904,1.675074734692635,-6.31572788069273,5.710731534446925,254,1085,0.23410138248847925,5698,254,22.433070866141733,0,0.001353727545475439,0.03118545190988118,16.860581398010254,0.0,0
28,19,1753094950.430306,19,59,21,16,17,9.0,1.0,260,0.832258064516129,1,9.0,1.3674494970406676,0.5160476450521726,1.869918126956775,1.6822911566283438,5.498624168689043,5.702573558840853,260,1085,0.23963133640552994,5902,260,22.7,0,0.001353727545475439,0.03253917945535662,17.59188747406006,0.0,0
29,19,1753094951.103375,19,59,21,16,17,9.0,0.0,260,0.832258064516129,1,9.0,0.0,0.4982528986710632,-2.031601278021318,1.6947665181066645,-5.796434768912523,5.706049899954618,260,1085,0.23963133640552994,6112,260,23.50769230769231,0,0.001353727545475439,0.033892907000832063,18.2649564743042,0.0,0
30,19,1753094951.8329136,19,59,21,16,17,9.0,0.0,260,0.832258064516129,1,9.0,0.0,0.4816444687153611,0.0,1.6363262933443656,2.784759806717398,5.601718110910432,260,1085,0.23963133640552994,6322,260,24.315384615384616,0,0.001353727545475439,0.035246634546307505,18.994495153427124,0.0,-0.5
31,19,1753094952.7220297,19,59,21,16,17,9.0,0.0,260,0.832258064516129,1,9.0,0.0,0.4661075503697043,0.0,1.5817820835662202,0.0,5.408555417430762,260,1085,0.23963133640552994,6532,260,25.123076923076923,0,0.001515550818195069,0.03676218536450258,19.88361120223999,0.0,0
32,19,1753094953.4589856,19,59,21,16,17,9.0,0.0,260,0.832258064516129,1,9.0,0.0,0.45154168942065104,0.0,1.530756855064084,0.0,5.2282702368497365,260,1085,0.23963133640552994,6742,260,25.93076923076923,0,0.001515550818195069,0.03827773618269765,20.620567083358765,0.0,0
33,19,1753094954.1703844,19,59,22,16,17,10.0,1.0,270,0.8571428571428571,1,10.0,1.40567699521957,0.48045488050546675,1.975927814889519,1.5446684475586288,2.77751627360467,5.149213657390218,270,1085,0.2488479262672811,6939,270,25.7,0,0.001515550818195069,0.03979328700089272,21.331965923309326,0.0,0
34,19,1753094954.933178,19,59,22,16,17,10.0,0.0,270,0.8571428571428571,1,10.0,0.0,0.46632385460824716,-1.842873963982138,1.553704978359341,-5.006534499621633,5.144754933709949,270,1085,0.2488479262672811,7146,270,26.466666666666665,0,0.001515550818195069,0.04130883781908779,22.094759464263916,0.0,0
35,19,1753094955.706315,19,58,22,16,17,11.0,1.0,278,0.8571428571428571,1,11.0,1.2933897893752986,0.48995430988730576,1.6728571472602791,1.557209453915251,4.547210721470014,5.1266475333390416,278,1085,0.25622119815668204,7363,278,26.485611510791365,0,0.001515550818195069,0.04282438863728286,22.867896556854248,0.0,0
36,19,1753094956.4176009,19,58,22,16,17,11.0,0.0,278,0.8571428571428571,1,11.0,0.0,0.47634446794599167,-1.8183417824185337,1.5646703775867734,-4.908182310327344,5.1202220856034035,278,1085,0.25622119815668204,7588,278,27.294964028776977,0,0.001515550818195069,0.044339939455477935,23.579182386398315,0.0,0
37,19,1753094957.1860454,19,58,22,16,17,11.0,0.0,278,0.8571428571428571,1,11.0,0.0,0.46347029313664057,0.0,1.5212073115426965,2.3662775587763174,5.041537956265486,278,1085,0.25622119815668204,7813,278,28.10431654676259,0,0.001515550818195069,0.04585549027367301,24.34762692451477,0.0,0
38,19,1753094957.9103596,19,58,23,16,17,12.0,1.0,289,0.8728110599078341,1,12.0,1.38063946558576,0.48760632399056475,1.9061653339329325,1.5316115824181082,2.6317270879592654,4.974598765479203,289,1085,0.2663594470046083,8023,289,27.761245674740483,0,0.001515550818195069,0.04737104109186808,25.071941137313843,0.0,0
39,19,1753094958.6849933,19,58,23,16,17,12.0,0.0,289,0.8728110599078341,1,12.0,0.0,0.4751035977343964,-1.7822820847784897,1.5382081745854865,-4.761455773848796,4.9688381440837865,289,1085,0.2663594470046083,8244,289,28.525951557093425,0,0.001515550818195069,0.04888659191006315,25.846574783325195,0.0,0
40,19,1753094959.4052749,19,58,23,16,17,12.0,0.0,289,0.8728110599078341,1,12.0,0.0,0.4632260077910365,0.0,1.498766939339705,2.4744125397338705,4.903195365021946,289,1085,0.2663594470046083,8465,289,29.290657439446367,0,0.001515550818195069,0.05040214272825822,26.566856384277344,0.0,-0.5
41,19,1753094960.4081225,19,58,23,16,17,12.0,0.0,289,0.8728110599078341,1,12.0,0.0,0.45192781247906,0.0,1.4612977658562123,0.0,4.777472406944461,289,1085,0.2663594470046083,8686,289,30.05536332179931,0,0.0016361838181844425,0.052038326546442665,27.569704055786133,0.0,0
42,19,1753094961.1885593,19,58,23,16,17,12.0,0.0,289,0.8728110599078341,1,12.0,0.0,0.4411676264676538,0.0,1.42565635693289,0.0,4.6580355967708496,289,1085,0.2663594470046083,8907,289,30.82006920415225,0,0.0016361838181844425,0.05367451036462711,28.350140810012817,0.0,0
43,19,1753094961.9191854,19,58,24,16,17,13.0,1.0,302,0.8811059907834101,1,13.0,1.3686136400493762,0.46273613841141475,1.8731032957292035,1.4363098554756593,2.563554719756428,4.606950697331474,302,1085,0.2783410138248848,9111,302,30.16887417218543,0,0.0016361838181844425,0.05531069418281155,29.080766916275024,0.0,0
44,19,1753094962.7069159,19,58,24,16,17,13.0,0.0,302,0.8811059907834101,1,13.0,0.0,0.4522194079929735,-1.7374262633907338,1.443312562636475,-4.583491423143519,4.606392143184142,302,1085,0.2783410138248848,9328,302,30.887417218543046,0,0.0016361838181844425,0.056946878000995994,29.868497371673584,0.0,0
45,19,1753094963.4926095,19,57,24,16,17,14.0,1.0,313,0.8811059907834101,1,14.0,1.2727993304480452,0.47045451738086397,1.620018135588992,1.4473285983853958,4.273352983037934,4.598647046436556,313,1085,0.28847926267281104,9552,313,30.517571884984026,0,0.0016361838181844425,0.05858306181918044,30.65419101715088,0.0,0
46,19,1753094964.2152014,19,57,24,16,17,14.0,0.0,313,0.8811059907834101,1,14.0,0.0,0.4602272452638887,-1.761474338271094,1.4543096148273003,-4.679773217404687,4.600490823049468,313,1085,0.28847926267281104,9787,313,31.268370607028753,0,0.0016361838181844425,0.06021924563736488,31.37678289413452,0.0,0
