step,episode,timestamp,map_index,robot_x,robot_y,target_x,target_y,total_distance,step_distance,covered_area,exploration_rate,robot_count,max_travel_distance,current_velocity,avg_velocity,current_acceleration,avg_acceleration,current_jerk,avg_jerk,covered_cells_count,total_free_cells,CR,redundant_cells,total_visited_cells,SR,collision_count,computation_time_step,total_computation_time,task_time,success_rate,reward
1,8,1753092433.3753378,8,32,32,114,31,0.0,0.0,251,0.4318958155422716,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,4684,0.0535866780529462,251,251,1.0,0,0.0007905715453737437,0.0007905715453737437,0.6124162673950195,0.0,0
2,8,1753092433.8942573,8,32,33,114,31,1.0,1.0,265,0.4470538001707942,1,1.0,1.927077752916366,0.963538876458183,3.713628665785191,3.713628665785191,0.0,0.0,265,4684,0.05657557643040137,489,265,1.8452830188679246,0,0.0007905715453737437,0.0015811430907474873,1.131335735321045,0.0,0
3,8,1753092434.4207995,8,32,33,114,31,1.0,0.0,265,0.4470538001707942,1,1.0,0.0,0.642359250972122,-3.6598833616039173,3.686756013694554,-6.950807355994894,6.950807355994894,265,4684,0.05657557643040137,741,265,2.7962264150943397,0,0.0007905715453737437,0.002371714636121231,1.6578779220581055,0.0,0
4,8,1753092434.890745,8,32,33,114,31,1.0,0.0,265,0.4470538001707942,1,1.0,0.0,0.4817694382290915,0.0,2.4578373424630358,7.788111352043318,7.3694593540191065,265,4684,0.05657557643040137,993,265,3.7471698113207546,0,0.0007905715453737437,0.0031622861814949747,2.1278233528137207,0.0,0
5,8,1753092435.3629124,8,32,33,114,31,1.0,0.0,265,0.4470538001707942,1,1.0,0.0,0.3854155505832732,0.0,1.843378006847277,0.0,4.912972902679404,265,4684,0.05657557643040137,1245,265,4.69811320754717,0,0.0007905715453737437,0.003952857726868719,2.5999908447265625,0.0,0
6,8,1753092436.0323484,8,32,35,114,31,3.0,2.0,295,0.47566182749786506,1,3.0,2.9874992120454302,0.819096160826966,4.462575770986033,2.3672175596750282,6.665970799756902,5.351222376948779,295,4684,0.0629803586678053,1469,295,4.979661016949152,0,0.0007905715453737437,0.0047434292722424625,3.2694268226623535,0.0,0
7,8,1753092436.5802746,8,32,35,114,31,3.0,0.0,295,0.47566182749786506,1,3.0,0.0,0.7020824235659708,-5.452278031632878,2.8813943050013364,-18.09491341685038,7.899960584929099,295,4684,0.0629803586678053,1723,295,5.840677966101695,0,0.0007905715453737437,0.005534000817616206,3.8173530101776123,0.0,0
8,8,1753092437.1800585,8,32,35,114,31,3.0,0.0,295,0.47566182749786506,1,3.0,0.0,0.6143221206202245,0.0,2.4697665471440025,9.090624581738425,8.09840458439732,295,4684,0.0629803586678053,1977,295,6.7016949152542376,0,0.0007905715453737437,0.00632457236298995,4.417136907577515,0.0,0
9,8,1753092437.78363,8,32,36,114,31,4.0,1.0,310,0.48740392826643897,1,4.0,1.6568296409593588,0.730156289546795,2.745084459161518,2.504181286146192,4.548137298875694,7.591223543608516,310,4684,0.06618274978650726,2217,310,7.151612903225806,0,0.0007905715453737437,0.007115143908363694,5.020708322525024,0.0,0
10,8,1753092438.3976927,8,32,36,114,31,4.0,0.0,310,0.48740392826643897,1,4.0,0.0,0.6571406605921155,-2.6981594192444267,2.525734412045996,-8.864363226421673,7.750366003960162,310,4684,0.06618274978650726,2472,310,7.974193548387097,0,0.0007905715453737437,0.007905715453737437,5.634771108627319,0.0,-0.5
11,8,1753092439.1373627,8,32,36,114,31,4.0,0.0,310,0.48740392826643897,1,4.0,0.0,0.5974006005382868,0.0,2.2731609708413965,3.6477044256240108,7.294514717478368,310,4684,0.06618274978650726,2727,310,8.796774193548387,0,0.0009426064544558441,0.008848321908193282,6.374441146850586,0.0,0
12,8,1753092439.7535431,8,32,36,114,31,4.0,0.0,310,0.48740392826643897,1,4.0,0.0,0.5476172171600963,0.0,2.0665099734921784,0.0,6.5650632457305305,310,4684,0.06618274978650726,2982,310,9.619354838709677,0,0.0009426064544558441,0.009790928362649127,6.990621566772461,0.0,0
13,8,1753092440.31859,8,32,36,114,31,4.0,0.0,310,0.48740392826643897,1,4.0,0.0,0.5054928158400889,0.0,1.8943008090344968,0.0,5.968239314300482,310,4684,0.06618274978650726,3237,310,10.441935483870967,0,0.0009426064544558441,0.010733534817104972,7.555668354034424,0.0,0
14,8,1753092441.03122,8,32,38,114,31,6.0,2.0,341,0.5108881298035867,1,6.0,2.806692211023331,0.6698642012103205,3.938760583709518,2.05156694554796,5.527444325691607,5.931506398583076,341,4684,0.07280102476515798,3464,341,10.158357771260997,0,0.0009426064544558441,0.011676141271560816,8.268298387527466,0.0,0
15,8,1753092441.623295,8,32,38,114,31,6.0,0.0,341,0.5108881298035867,1,6.0,0.0,0.6252065877962991,-4.740121573076128,2.243606561799972,-14.657452064031519,6.602732988232956,341,4684,0.07280102476515798,3722,341,10.914956011730204,0,0.0009426064544558441,0.012618747726016661,8.860373497009277,0.0,0
16,8,1753092442.2738934,8,34,38,114,31,8.0,2.0,362,0.5113151152860803,1,8.0,3.0741521316497815,0.7782656842871417,4.725205664263448,2.4090465019642036,14.548927951715099,7.170318342767395,362,4684,0.07728437233134074,3978,362,10.988950276243093,0,0.0009426064544558441,0.013561354180472506,9.510971784591675,0.0,0
17,8,1753092442.871009,8,34,38,114,31,8.0,0.0,362,0.5113151152860803,1,8.0,0.0,0.7324853499173098,-5.148285984353502,2.5802489696135353,-16.535147414427605,7.794640280878076,362,4684,0.07728437233134074,4255,362,11.75414364640884,0,0.0009426064544558441,0.014503960634928351,10.108087539672852,0.0,0
18,8,1753092443.5238683,8,34,38,114,31,8.0,0.0,362,0.5113151152860803,1,8.0,0.0,0.6917917193663482,0.0,2.428469618459798,7.885855913044528,7.800341257888479,362,4684,0.07728437233134074,4532,362,12.519337016574585,0,0.0009426064544558441,0.015446567089384196,10.76094675064087,0.0,0
19,8,1753092444.1686754,8,34,39,114,31,9.0,1.0,376,0.5187873612297181,1,9.0,1.550855996411918,0.7370056286845361,2.405154321606803,2.427174324190187,3.730048001959949,7.56091224283386,376,4684,0.0802732707087959,4798,376,12.76063829787234,0,0.0009426064544558441,0.01638917354384004,11.40575385093689,0.0,0
20,8,1753092444.8411632,8,34,39,114,31,9.0,0.0,376,0.5187873612297181,1,9.0,0.0,0.7001553472503093,-2.306115741536278,2.420802819839981,-7.005636938812935,7.530063614832697,376,4684,0.0802732707087959,5078,376,13.50531914893617,0,0.0009426064544558441,0.017331779998295882,12.07824158668518,0.0,-0.5
21,8,1753092445.645087,8,34,39,114,31,9.0,0.0,376,0.5187873612297181,1,9.0,0.0,0.666814616428866,0.0,2.299762678847982,2.868646334954885,7.284725863260181,376,4684,0.0802732707087959,5358,376,14.25,0,0.0012295026363889601,0.01856128263468484,12.882165431976318,0.0,0
22,8,1753092446.3135636,8,34,39,114,31,9.0,0.0,376,0.5187873612297181,1,9.0,0.0,0.6365048611366448,0.0,2.1902501703314115,0.0,6.920489570097172,376,4684,0.0802732707087959,5638,376,14.99468085106383,0,0.0012295026363889601,0.0197907852710738,13.550642013549805,0.0,0
23,8,1753092446.9272432,8,34,39,114,31,9.0,0.0,376,0.5187873612297181,1,9.0,0.0,0.6088307367393994,0.0,2.0906933444072564,0.0,6.590942447711592,376,4684,0.0802732707087959,5918,376,15.73936170212766,0,0.0012295026363889601,0.02102028790746276,14.164321660995483,0.0,0
24,8,1753092447.8072174,8,34,41,114,31,11.0,2.0,411,0.5555081127241673,1,11.0,2.2727706962795424,0.6781615683869053,2.582743318933498,2.1120868215605713,2.9349916656419115,6.424762866708425,411,4684,0.08774551665243381,6169,411,15.009732360097324,0,0.0012295026363889601,0.02224979054385172,15.04429578781128,0.0,0
25,8,1753092448.5111132,8,34,41,114,31,11.0,0.0,411,0.5555081127241673,1,11.0,0.0,0.6510351056514291,-3.22878846990439,2.158616056908231,-8.256093262289527,6.504385927385865,411,4684,0.08774551665243381,6455,411,15.70559610705596,0,0.0012295026363889601,0.02347929318024068,15.748191595077515,0.0,0
26,8,1753092449.2751334,8,36,41,114,31,13.0,2.0,436,0.5563620836891545,1,13.0,2.617771847199112,0.7266788264801861,3.426364721994126,2.2093260035116664,8.710836332274623,6.596321360922896,436,4684,0.09308283518360376,6728,436,15.431192660550458,0,0.0012295026363889601,0.024708795816629638,16.512211799621582,0.0,0
27,8,1753092449.9807138,8,36,41,114,31,13.0,0.0,436,0.5563620836891545,1,13.0,0.0,0.6997647958698089,-3.7101619805163146,2.2670504641656914,-10.11458277883289,6.737051817639295,436,4684,0.09308283518360376,7026,436,16.11467889908257,0,0.0012295026363889601,0.025938298453018597,17.21779227256775,0.0,0
28,8,1753092450.7460709,8,36,41,114,31,13.0,0.0,436,0.5563620836891545,1,13.0,0.0,0.6747731960173157,0.0,2.1830856321595546,4.847467071971654,6.664375481267464,436,4684,0.09308283518360376,7324,436,16.798165137614678,0,0.0012295026363889601,0.027167801089407556,17.98314929008484,0.0,0
29,8,1753092451.5134664,8,36,42,114,31,14.0,1.0,450,0.5623398804440649,1,14.0,1.3031236038418543,0.6964404514595411,1.698131126889782,2.16576582839992,2.212874753868642,6.499505083956397,450,4684,0.09607173356105893,7613,450,16.91777777777778,0,0.0012295026363889601,0.028397303725796515,18.750544786453247,0.0,0
30,8,1753092452.292387,8,36,42,114,31,14.0,0.0,450,0.5623398804440649,1,14.0,0.0,0.6732257697442231,-1.6730155235713013,2.1487744385782435,-4.328047363910117,6.421953022526172,450,4684,0.09607173356105893,7916,450,17.59111111111111,0,0.0012295026363889601,0.029626806362185475,19.529465436935425,0.0,-0.5
