step,episode,timestamp,map_index,robot_x,robot_y,target_x,target_y,total_distance,step_distance,covered_area,exploration_rate,robot_count,max_travel_distance,current_velocity,avg_velocity,current_acceleration,avg_acceleration,current_jerk,avg_jerk,covered_cells_count,total_free_cells,CR,redundant_cells,total_visited_cells,SR,collision_count,computation_time_step,total_computation_time,task_time,success_rate,reward
1,24,1753096328.5476987,24,1376,989,288,379,5.385164807134504,5.385164807134504,424,0.011984289619463918,1,5.385164807134504,34.86124395168399,34.86124395168399,0.0,0.0,0.0,0.0,424,1727011,0.00024551088557050305,210,424,0.49528301886792453,0,0.00019516909080927937,0.00019516909080927937,0.16053080558776855,0.0,0
2,24,1753096328.6847396,24,1376,989,288,379,5.385164807134504,0.0,424,0.011984289619463918,1,5.385164807134504,0.0,17.430621975841994,0.0,0.0,0.0,0.0,424,1727011,0.00024551088557050305,527,424,1.2429245283018868,0,0.00019516909080927937,0.00039033818161855874,0.29757165908813477,0.0,0
3,24,1753096328.8178105,24,1376,989,288,379,5.385164807134504,0.0,424,0.011984289619463918,1,5.385164807134504,0.0,11.62041465056133,0.0,0.0,0.0,0.0,424,1727011,0.00024551088557050305,844,424,1.990566037735849,0,0.00019516909080927937,0.0005855072724278381,0.43064260482788086,0.0,0
4,24,1753096328.973683,24,1355,989,288,379,26.385164807134505,21.0,741,0.013831990647424944,1,26.385164807134505,134.72274583581884,42.39599744687571,864.296106930602,288.0987023102007,5544.7783209952,2772.3891604976,741,1727011,0.0004290650146409027,844,741,1.1390013495276654,0,0.00019516909080927937,0.0007806763632371175,0.5865151882171631,0.0,0
5,24,1753096329.109083,24,1355,989,288,379,26.385164807134505,0.0,741,0.013831990647424944,1,26.385164807134505,0.0,33.91679795750057,-995.2728510866687,464.8922395043177,-13737.683916371358,6427.48741245552,741,1727011,0.0004290650146409027,1161,741,1.5668016194331984,0,0.00019516909080927937,0.0009758454540463969,0.7219150066375732,0.0,0
6,24,1753096329.2438474,24,1355,989,288,379,26.385164807134505,0.0,741,0.013831990647424944,1,26.385164807134505,0.0,28.26399829791714,0.0,371.9137916034541,7382.274485968771,6666.184180833832,741,1727011,0.0004290650146409027,1478,741,1.9946018893387314,0,0.00019516909080927937,0.0011710145448556762,0.8566794395446777,0.0,0
7,24,1753096329.376996,24,1355,989,288,379,26.385164807134505,0.0,741,0.013831990647424944,1,26.385164807134505,0.0,24.226284255357548,0.0,309.9281596695451,0.0,5332.947344667065,741,1727011,0.0004290650146409027,1795,741,2.4224021592442644,0,0.00019516909080927937,0.0013661836356649555,0.9898281097412109,0.0,0
8,24,1753096329.540218,24,1333,989,288,379,48.3851648071345,22.0,1058,0.015798972907526358,1,48.3851648071345,134.82803322092147,38.051502876053036,826.2999337373592,383.6955559649471,5064.017950744812,5288.125779013357,1058,1727011,0.0006126191437113023,1795,1058,1.6965973534971646,0,0.00019516909080927937,0.001561352726474235,1.153050184249878,0.0,0
9,24,1753096329.6821756,24,1333,989,288,379,48.3851648071345,0.0,1058,0.015798972907526358,1,48.3851648071345,0.0,33.823558112047145,-949.4344776448451,454.41292117493435,-12504.398625648935,6319.021899961297,1058,1727011,0.0006126191437113023,2112,1058,1.996219281663516,0,0.00019516909080927937,0.0017565218172835143,1.2950077056884766,0.0,0
10,24,1753096329.8220644,24,1333,989,288,379,48.3851648071345,0.0,1058,0.015798972907526358,1,48.3851648071345,0.0,30.441202300842427,0.0,403.92259659994164,6787.206296868177,6377.544949574656,1058,1727011,0.0006126191437113023,2429,1058,2.2958412098298675,0,0.00019516909080927937,0.0019516909080927937,1.434896469116211,0.0,-0.5
