step,episode,timestamp,map_index,robot_x,robot_y,target_x,target_y,total_distance,step_distance,covered_area,exploration_rate,robot_count,max_travel_distance,current_velocity,avg_velocity,current_acceleration,avg_acceleration,current_jerk,avg_jerk,covered_cells_count,total_free_cells,CR,redundant_cells,total_visited_cells,SR,collision_count,computation_time_step,total_computation_time,task_time,success_rate,reward
1,3,1753091288.865416,3,1376,989,288,379,5.385164807134504,5.385164807134504,424,0.011984289619463918,1,5.385164807134504,34.0323799160205,34.0323799160205,0.0,0.0,0.0,0.0,424,1727011,0.00024551088557050305,210,424,0.49528301886792453,0,0.0001640677272172814,0.0001640677272172814,0.16448497772216797,0.0,0
2,3,1753091289.0039396,3,1376,989,288,379,5.385164807134504,0.0,424,0.011984289619463918,1,5.385164807134504,0.0,17.01618995801025,0.0,0.0,0.0,0.0,424,1727011,0.00024551088557050305,527,424,1.2429245283018868,0,0.0001640677272172814,0.0003281354544345628,0.3030085563659668,0.0,0
3,3,1753091289.1421773,3,1376,989,288,379,5.385164807134504,0.0,424,0.011984289619463918,1,5.385164807134504,0.0,11.344126638673501,0.0,0.0,0.0,0.0,424,1727011,0.00024551088557050305,844,424,1.990566037735849,0,0.0001640677272172814,0.0004922031816518443,0.44124627113342285,0.0,0
4,3,1753091289.3037207,3,1355,989,288,379,26.385164807134505,21.0,741,0.013831990647424944,1,26.385164807134505,130.0555539149386,41.02198345773978,805.4498621010239,268.48328736700796,4988.248950774266,2494.124475387133,741,1727011,0.0004290650146409027,844,741,1.1390013495276654,0,0.0001640677272172814,0.0006562709088691256,0.6027896404266357,0.0,0
5,3,1753091289.4451964,3,1355,989,288,379,26.385164807134505,0.0,741,0.013831990647424944,1,26.385164807134505,0.0,32.81758676619182,-919.0028640390226,431.1131815350116,-12185.38498755008,5724.544646108116,741,1727011,0.0004290650146409027,1161,741,1.5668016194331984,0,0.0001640677272172814,0.000820338636086407,0.7442653179168701,0.0,0
6,3,1753091289.5842388,3,1355,989,288,379,26.385164807134505,0.0,741,0.013831990647424944,1,26.385164807134505,0.0,27.34798897182652,0.0,344.8905452280093,6607.964007334407,5945.399486414688,741,1727011,0.0004290650146409027,1478,741,1.9946018893387314,0,0.0001640677272172814,0.0009844063633036883,0.883307695388794,0.0,0
7,3,1753091289.723576,3,1355,989,288,379,26.385164807134505,0.0,741,0.013831990647424944,1,26.385164807134505,0.0,23.441133404422732,0.0,287.4087876900077,0.0,4756.31958913175,741,1727011,0.0004290650146409027,1795,741,2.4224021592442644,0,0.0001640677272172814,0.0011484740905209696,1.0226449966430664,0.0,0
8,3,1753091289.8903725,3,1333,989,288,379,48.3851648071345,22.0,1058,0.015798972907526358,1,48.3851648071345,131.90427098253468,36.999025601686725,790.8516683379064,359.32919921113614,4741.668762156039,4753.877784635798,1058,1727011,0.0006126191437113023,1795,1058,1.6965973534971646,0,0.0001640677272172814,0.001312541817738251,1.189441442489624,0.0,0
9,3,1753091290.0365558,3,1333,989,288,379,48.3851648071345,0.0,1058,0.015798972907526358,1,48.3851648071345,0.0,32.88802275705487,-902.2875128826556,427.19898842007603,-11581.871681698298,5729.3054842161555,1058,1727011,0.0006126191437113023,2112,1058,1.996219281663516,0,0.0001640677272172814,0.0014766095449555323,1.3356246948242188,0.0,0
10,3,1753091290.2332275,3,1333,989,288,379,48.3851648071345,0.0,1058,0.015798972907526358,1,48.3851648071345,0.0,29.59922048134938,0.0,379.7324341511787,4587.9792892830765,5586.63970984952,1058,1727011,0.0006126191437113023,2429,1058,2.2958412098298675,0,0.0001640677272172814,0.0016406772721728137,1.5322964191436768,0.0,-0.5
11,3,1753091290.5232203,3,1333,989,288,379,48.3851648071345,0.0,1058,0.015798972907526358,1,48.3851648071345,0.0,26.908382255772164,0.0,341.7591907360608,0.0,4965.901964310684,1058,1727011,0.0006126191437113023,2746,1058,2.5954631379962194,0,0.0001862150908312866,0.0018268923630041004,1.822289228439331,0.0,0
12,3,1753091290.6683145,3,1333,989,288,379,48.3851648071345,0.0,1058,0.015798972907526358,1,48.3851648071345,0.0,24.66601706779115,0.0,310.6901733964189,0.0,4469.311767879616,1058,1727011,0.0006126191437113023,3063,1058,2.895085066162571,0,0.0001862150908312866,0.002013107453835387,1.9673833847045898,0.0,0
13,3,1753091290.8479075,3,1312,989,288,379,69.3851648071345,21.0,1375,0.017731213061179113,1,69.3851648071345,116.95538107928313,31.765198914828996,651.3600554000161,339.079330230052,3627.6220713872312,4392.794522743945,1375,1727011,0.000796173272781702,3063,1375,2.2276363636363636,0,0.0001862150908312866,0.0021993225446666734,2.1469764709472656,0.0,0
14,3,1753091291.0064123,3,1312,989,288,379,69.3851648071345,0.0,1375,0.017731213061179113,1,69.3851648071345,0.0,29.496256135198355,-737.7447790244065,369.7459032142332,-8762.357316586173,4756.9247555641305,1375,1727011,0.000796173272781702,3380,1375,2.458181818181818,0,0.0001862150908312866,0.00238553763549796,2.305481195449829,0.0,0
15,3,1753091291.165271,3,1312,989,288,379,69.3851648071345,0.0,1375,0.017731213061179113,1,69.3851648071345,0.0,27.529839059518462,0.0,343.33548155607366,4644.154561179894,4748.250125226881,1375,1727011,0.000796173272781702,3697,1375,2.688727272727273,0,0.0001862150908312866,0.0025717527263292464,2.4643399715423584,0.0,0
16,3,1753091291.3248427,3,1312,989,288,379,69.3851648071345,0.0,1375,0.017731213061179113,1,69.3851648071345,0.0,25.80922411829856,0.0,320.4464494523354,0.0,4409.08940199639,1375,1727011,0.000796173272781702,4014,1375,2.9192727272727272,0,0.0001862150908312866,0.002757967817160533,2.6239116191864014,0.0,0
17,3,1753091291.4845276,3,1312,989,288,379,69.3851648071345,0.0,1375,0.017731213061179113,1,69.3851648071345,0.0,24.291034464280997,0.0,300.41854636156444,0.0,4115.150108529964,1375,1727011,0.000796173272781702,4331,1375,3.1498181818181816,0,0.0001862150908312866,0.0029441829079918194,2.7835965156555176,0.0,0
18,3,1753091291.6732724,3,1290,989,288,379,91.3851648071345,22.0,1692,0.019750887516060987,1,91.3851648071345,116.54773515819096,29.416406725053776,617.4261168410827,319.0660505074185,3270.8916156974897,4062.3839527279342,1692,1727011,0.0009797274018521016,4331,1692,2.559692671394799,0,0.0001862150908312866,0.003130397998823106,2.972341299057007,0.0,0
19,3,1753091291.8371313,3,1290,989,288,379,91.3851648071345,0.0,1692,0.019750887516060987,1,91.3851648071345,0.0,27.868174792156207,-711.3931255074423,340.8619991185309,-8110.950185052241,4300.53490757054,1692,1727011,0.0009797274018521016,4648,1692,2.7470449172576834,0,0.0001862150908312866,0.0033166130896543924,3.136200189590454,0.0,0
20,3,1753091291.998274,3,1290,989,288,379,91.3851648071345,0.0,1692,0.019750887516060987,1,91.3851648071345,0.0,26.474766052548397,0.0,322.9218939017661,4413.518689771702,4306.811784359494,1692,1727011,0.0009797274018521016,4965,1692,2.9343971631205674,0,0.0001862150908312866,0.003502828180485679,3.2973430156707764,0.0,-0.5
21,3,1753091292.3048866,3,1290,989,288,379,91.3851648071345,0.0,1692,0.019750887516060987,1,91.3851648071345,0.0,25.21406290718895,0.0,306.7757992066778,0.0,4080.1374799195205,1692,1727011,0.0009797274018521016,5282,1692,3.1217494089834514,0,0.0001703200908774637,0.0036731482713631427,3.6039555072784424,0.0,0
22,3,1753091292.4686294,3,1290,989,288,379,91.3851648071345,0.0,1692,0.019750887516060987,1,91.3851648071345,0.0,24.06796913868036,0.0,292.1674278158836,0.0,3876.1306059235444,1692,1727011,0.0009797274018521016,5599,1692,3.309101654846336,0,0.0001703200908774637,0.0038434683622406065,3.767698287963867,0.0,0
23,3,1753091292.63115,3,1290,989,288,379,91.3851648071345,0.0,1692,0.019750887516060987,1,91.3851648071345,0.0,23.02153569786817,0.0,278.88709018788893,0.0,3691.5529580224234,1692,1727011,0.0009797274018521016,5916,1692,3.49645390070922,0,0.0001703200908774637,0.00401378845311807,3.9302189350128174,0.0,0
24,3,1753091292.793254,3,1290,989,288,379,91.3851648071345,0.0,1692,0.019750887516060987,1,91.3851648071345,0.0,22.06230504379033,0.0,266.76156452754594,0.0,3523.7550962941314,1692,1727011,0.0009797274018521016,6233,1692,3.683806146572104,0,0.0001703200908774637,0.004184108543995533,4.092322826385498,0.0,0
25,3,1753091292.9569106,3,1290,989,288,379,91.3851648071345,0.0,1692,0.019750887516060987,1,91.3851648071345,0.0,21.179812842038718,0.0,255.64649933889814,0.0,3370.5483529769954,1692,1727011,0.0009797274018521016,6550,1692,3.8711583924349884,0,0.0001703200908774637,0.004354428634872997,4.255979537963867,0.0,0
