step,episode,timestamp,map_index,robot_x,robot_y,target_x,target_y,total_distance,step_distance,covered_area,exploration_rate,robot_count,max_travel_distance,current_velocity,avg_velocity,current_acceleration,avg_acceleration,current_jerk,avg_jerk,covered_cells_count,total_free_cells,CR,redundant_cells,total_visited_cells,SR,collision_count,computation_time_step,total_computation_time,task_time,success_rate,reward
1,2,1753091226.6497436,2,72,23,13,15,0.0,0.0,88,0.16090225563909774,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,665,0.13233082706766916,88,88,1.0,0,0.00017311409101239406,0.00017311409101239406,0.05248403549194336,0.0,0
2,2,1753091226.6933296,2,71,23,13,15,1.0,1.0,95,0.16842105263157894,1,1.0,22.942636625696736,11.471318312848368,526.3645753387613,526.3645753387613,0.0,0.0,95,665,0.14285714285714285,174,95,1.831578947368421,0,0.00017311409101239406,0.0003462281820247881,0.0960700511932373,0.0,0
3,2,1753091226.7353532,2,71,23,13,15,1.0,0.0,95,0.16842105263157894,1,1.0,0.0,7.647545541898912,-545.9023597904758,536.1334675646185,-12989.325999742627,12989.325999742627,95,665,0.14285714285714285,267,95,2.8105263157894735,0,0.00017311409101239406,0.0005193422730371822,0.1380937099456787,0.0,0
4,2,1753091226.7774484,2,71,23,13,15,1.0,0.0,95,0.16842105263157894,1,1.0,0.0,5.735659156424184,0.0,357.42231170974566,12968.726006086703,12979.026002914665,95,665,0.14285714285714285,360,95,3.789473684210526,0,0.00017311409101239406,0.0006924563640495762,0.18018889427185059,0.0,0
5,2,1753091226.8388238,2,70,22,13,15,2.414213562373095,1.4142135623730951,104,0.24511278195488723,1,2.414213562373095,23.041944161146894,9.196916157368726,375.4250453053866,361.9229951086559,6116.84342505308,10691.631810294137,104,665,0.15639097744360902,451,104,4.336538461538462,0,0.00017311409101239406,0.0008655704550619703,0.24156427383422852,0.0,0
6,2,1753091226.9098213,2,70,22,13,15,2.414213562373095,0.0,104,0.24511278195488723,1,2.414213562373095,0.0,7.664096797807272,-324.5786588399021,354.45412785490515,-9860.550910350461,10483.861585308217,104,665,0.15639097744360902,551,104,5.298076923076923,0,0.00017311409101239406,0.0010386845460743643,0.3125617504119873,0.0,0
7,2,1753091226.9706578,2,70,22,13,15,2.414213562373095,0.0,104,0.24511278195488723,1,2.414213562373095,0.0,6.569225826691947,0.0,295.37843987908764,5335.487180731932,9454.186704392961,104,665,0.15639097744360902,651,104,6.259615384615385,0,0.00017311409101239406,0.0012117986370867584,0.3733983039855957,0.0,0
8,2,1753091227.0311975,2,70,22,13,15,2.414213562373095,0.0,104,0.24511278195488723,1,2.414213562373095,0.0,5.748072598355454,0.0,253.18151989636084,0.0,7878.488920327468,104,665,0.15639097744360902,751,104,7.221153846153846,0,0.00017311409101239406,0.0013849127280991524,0.43393802642822266,0.0,0
9,2,1753091227.0917635,2,69,22,13,15,3.414213562373095,1.0,117,0.24661654135338346,1,3.414213562373095,16.512357781189717,6.944104285337038,272.6579594940166,255.61607484606782,4502.225779054335,7396.1656144313065,117,665,0.17593984962406015,848,117,7.247863247863248,0,0.00017311409101239406,0.0015580268191115465,0.4945039749145508,0.0,0
10,2,1753091227.1521416,2,69,22,13,15,3.414213562373095,0.0,117,0.24661654135338346,1,3.414213562373095,0.0,6.249693856803335,-273.51292292380873,257.60461352137236,-9046.848211837383,7602.500939107065,117,665,0.17593984962406015,958,117,8.188034188034187,0,0.00017311409101239406,0.0017311409101239406,0.5548820495605469,0.0,-0.5
